sequence,HVU1_급기_온도,R_HVU1_급기_온도,HVU1_혼합_온도,R_HVU1_혼합_온도,외기온도,R_외기온도,HVU1_급기_습도,R_HVU1_급기_습도,HVU1_환기_온도,R_HVU1_환기_온도
1452,15.16893387,16,25.90903282,26,26.08765602,26,32.41537476,30,30.80428696,30
1453,14.26578236,15,25.90903282,27,25.09598541,26,32.41537857,29,28.87247276,29
1454,13.4641304,14,25.90903282,27,24.11275291,25,32.41537476,31,28.10844994,28
1455,15.16893387,16,27.90828705,29,27.0875473,28,30.80615616,28,26.12458229,26
1456,13.45292473,14,26.50528908,28,31.0049572,31,30.80615616,28,28.18386269,28
1457,15.16961288,16,31.94926834,33,23.43341446,24,32.41537476,30,31.5518856,32
1458,13.46192265,15,26.86739922,28,30.05603027,30,30.80615616,28,26.18775749,26
1459,15.17692852,16,25.90903282,27,26.08852768,27,30.81377029,28,29.04059029,29
1460,15.18506336,16,25.95379448,27,24.11383057,25,33.22689056,31,27.00329399,27
1461,12.88125706,14,31.6605587,34,23.07492065,22,30.80615616,28,26.19103241,26
1462,16.16420746,17,28.16096115,29,29.07216072,30,32.42259216,30,27.13483429,27
1463,14.26578236,15,26.91592598,28,30.06039619,30,30.80865479,29,27.91049194,28
1464,15.16893387,16,27.9526825,29,29.07168961,29,34.04014587,32,28.14137077,28
1465,14.87512684,16,32.20694351,34,30.06485748,31,31.60777473,29,33.56941986,35
1466,13.4641304,14,29.73020935,31,33.01195145,34,31.60776711,29,30.68902969,31
1467,15.16893387,16,25.90903282,28,35.42188644,37,32.41537476,30,32.21263123,33
1468,15.15081596,16,30.45574379,32,33.78746796,36,32.41537476,30,31.5518856,31
1469,13.44312954,14,30.59959984,32,25.14918327,26,30.80615616,28,28.85172081,29
1470,16.16420746,17,27.09587669,28,28.08235931,29,32.41537476,30,28.95992661,29
1471,14.26578236,15,25.95379448,27,25.09598541,26,31.60848236,29,29.24689293,29
1472,15.16961288,16,31.44975662,34,30.0533886,30,33.2196846,31,26.12458229,27
1473,12.85881519,13,28.4908638,29,27.08322525,28,32.41537476,30,29.04059029,29
1474,15.16893387,16,26.91592598,28,32.78264999,34,33.22689056,32,32.27877426,33
1475,15.16893387,15,27.64570427,29,24.11275291,25,31.60776711,29,31.34972382,32
1476,13.6384201,15,25.90903282,27,31.02284622,32,32.41537476,30,29.99831963,30
1477,15.15339565,16,25.64971924,27,26.08872032,27,32.41537476,30,29.92722702,30
1478,15.16893387,16,31.25872612,33,25.15255737,26,34.04014969,32,33.57507706,35
1479,15.22448349,16,25.90903282,27,30.04188538,31,33.22689056,32,29.92722702,30
1480,15.03669739,16,27.90828705,29,23.06886292,23,32.41586685,30,29.11415291,29
1481,14.28576851,15,29.13801384,30,25.09598541,26,32.41537476,30,28.22049713,28
1482,16.16420746,17,32.34848022,34,31.96491432,33,30.80615616,28,29.04059029,30
1483,12.1391716,12,26.91592598,28,26.08937263,27,31.60776711,29,28.18946075,28
1484,15.16893387,16,28.88544846,30,25.09598541,26,33.23347855,31,28.10844994,28
1485,16.16420746,17,30.09687996,30,32.00538635,33,34.04014969,32,27.13483429,27
1486,14.26578236,15,25.90903282,27,34.63769913,37,32.41537476,30,30.84979057,31
1487,15.16893387,16,28.56194305,29,32.78983307,34,30.80615616,28,30.75523376,31
1488,14.2906971,15,28.08880997,29,29.06899834,30,30.80615616,28,27.13483429,27
1489,13.46116829,14,31.44975662,33,34.5963974,35,34.04014969,32,27.13483429,27
1490,15.16893387,16,25.68605042,26,27.08532715,28,30.80615616,28,27.17153931,27
1491,12.75570965,13,28.95517159,30,28.05857277,29,30.80615616,28,28.10844994,29
1492,12.78388786,13,30.38058281,32,25.0964489,26,32.41482544,30,28.10844994,28
1493,14.32441139,15,32.09412003,34,28.08146858,28,33.22689056,32,28.10844994,28
1494,16.16420746,17,30.59345436,32,25.04144478,27,32.41537476,30,29.92722702,30
1495,13.4641304,14,25.90903282,27,26.09396362,27,34.04014969,32,28.10844994,28
1496,14.4457798,16,27.57423401,29,25.09598541,26,32.41544724,30,28.18946075,28
1497,15.16376591,16,27.90828705,28,28.08185387,29,32.41537476,30,28.10844994,28
1498,12.78338337,13,29.13143349,31,25.09598541,26,32.41537476,30,31.46012306,32
1499,15.16893387,16,26.08785057,27,28.08460617,29,32.41537476,30,32.20452499,33
1500,13.50536442,14,28.88544846,30,25.09598541,26,31.60125732,28,29.04059029,29
1501,14.26578236,15,27.57423401,29,31.10011292,32,33.22689056,31,32.98384094,33
1502,12.80533695,13,27.90828705,29,26.08852768,26,32.41537476,30,27.13483429,27
1503,15.48330593,16,31.70544434,32,31.04410934,32,31.60776711,29,27.10587311,26
1504,16.16420746,17,30.63685036,32,28.11196899,29,32.41537476,30,29.04059029,29
1505,12.72378922,13,28.01757431,29,33.76802444,35,34.04014969,32,30.70016098,32
1506,15.16893387,17,25.90903282,27,29.07894135,29,32.41537857,30,29.184412,29
1507,14.27133369,14,29.43584061,31,32.88672638,34,33.2269516,31,30.5839653,31
1508,16.16420746,17,30.8931694,32,26.0895443,27,31.60776711,29,29.04059029,29
1509,15.16893387,15,28.88544846,30,26.08839226,27,31.60710716,29,28.92926025,29
1510,13.4641304,14,28.88544846,30,26.08852768,27,31.60848236,29,28.10844994,27
1511,16.16420746,17,28.43253708,31,31.06147766,32,32.41537476,30,28.0303421,28
1512,15.16893387,16,27.90828705,29,29.0783596,30,31.60776711,29,29.8981514,31
1513,16.16420746,17,27.71813202,29,24.11275291,25,33.22689056,31,30.79104805,31
1514,12.73222446,13,30.67277527,32,31.01723862,32,30.80615616,28,29.04059029,29
1515,15.16893387,16,29.0265274,30,23.4334259,24,32.41537476,30,29.96526527,31
1516,16.16420746,17,26.11250687,27,28.08151817,29,31.60638428,29,29.92722702,30
1517,13.45292473,14,26.65465355,28,25.09598541,26,30.80615616,28,27.13483429,27
1518,16.16420746,17,27.86007118,29,26.08852768,27,34.04014969,32,28.29644203,28
1519,16.16420746,17,31.1064167,32,31.01724052,32,34.03652573,32,28.95992661,29
1520,15.13025188,16,25.499897,27,27.08665276,28,34.04014969,32,30.77381325,31
1521,16.16420746,17,32.27900696,34,27.08418465,28,31.60776711,29,28.07639885,28
1522,15.23887348,16,25.90903282,27,31.84943962,34,33.22689438,31,30.02080345,30
1523,14.39002895,15,28.2337265,29,29.07215691,29,34.04014969,32,32.87128067,33
1524,15.16893387,16,25.90903282,27,29.07216072,31,32.41537476,30,30.12173271,30
1525,16.16420746,17,28.08880997,29,27.08459854,28,31.60776711,29,27.14966393,27
1526,16.16420746,17,25.90903282,27,27.08654022,28,32.40849304,30,31.70436478,32
1527,15.15081596,16,27.49846458,29,34.77626419,36,30.80615616,28,28.29644203,28
1528,16.16420746,17,27.90828705,29,25.15207481,25,33.22689056,31,30.76512146,31
1529,13.51774216,14,27.90828705,29,28.0847168,29,31.60776711,30,28.10844994,28
1530,15.16893387,16,26.55961609,27,28.08147049,29,31.60775948,29,28.10844994,27
1531,15.16376591,16,27.90828705,29,34.63769913,36,32.41537476,30,29.04059029,29
1532,12.78355026,13,29.33390045,30,28.05951691,29,31.60776711,29,27.13483429,27
1533,16.14699554,16,27.16762733,28,29.07216072,30,32.41482925,30,28.12160492,28
1534,16.16420746,17,33.04261398,35,30.06058121,31,32.41537476,30,27.13483429,27
1535,16.16420746,17,24.88716316,26,24.11275482,26,33.22683334,31,30.76512146,31
1536,16.16420746,17,26.91592598,28,22.66751671,22,31.60776711,28,31.64571381,32
1537,15.02740479,16,27.09587669,28,23.4365921,23,31.60776711,30,28.10844994,28
1538,15.21126175,16,33.08214951,33,34.42789459,37,31.60848236,29,28.10844994,28
1539,15.22448349,16,28.3135643,29,31.94128227,33,33.21968842,31,29.92722702,30
1540,12.78355026,13,26.72646141,29,31.97619629,33,33.2269516,31,29.99354362,30
1541,16.02511597,16,26.91592598,28,33.01009369,33,32.41538239,30,29.91576767,30
1542,12.78355026,13,28.88544846,30,27.08537674,28,31.60776711,29,30.76512146,31
1543,14.17017841,15,26.08785057,27,34.63768387,36,31.60776711,29,30.09995842,30
1544,15.16893387,16,32.41890717,34,26.08834076,28,33.22881699,31,29.04059029,29
1545,15.17692852,16,25.84056091,27,29.08697891,30,32.41537476,30,29.184412,29
1546,16.12256813,17,27.57423401,29,29.07860756,30,31.60776711,29,30.73146248,31
1547,15.16893387,16,27.90828705,29,35.45432281,37,31.60776711,29,29.04059029,29
1548,14.27270222,15,28.88544846,30,26.03920937,27,32.41537476,30,29.06985855,29
1549,15.19660091,16,30.29013443,31,24.1127491,25,31.60776711,29,28.95992661,30
1550,12.13732624,12,26.91592598,28,33.76338959,34,31.60848236,29,27.11794472,27
1551,16.16420746,17,29.60667801,31,31.95852661,34,34.04014969,32,32.28596878,33
1552,15.16893387,16,26.91592598,28,33.77963257,35,30.80615616,28,29.04059029,29
1553,16.16420746,17,27.90828705,29,31.00307465,32,33.22689056,31,28.16687012,28
1554,12.78669262,13,28.88544846,29,28.0536232,30,32.41537476,30,29.04059029,29
1555,17.24448395,18,28.3149395,30,25.09598541,26,32.41537476,30,27.97046852,27
1556,16.16420746,17,30.74065208,33,31.00380516,31,32.41537476,30,29.04059029,29
1557,14.26307011,16,26.91592598,28,31.99530029,32,34.04053497,32,30.56688499,31
1558,14.91973495,15,29.43491554,31,31.97232819,32,34.04014587,32,29.05214882,29
1559,16.16420746,17,31.6605587,33,25.09598541,26,32.41537476,30,27.13483429,27
1560,14.2906971,15,26.45940781,28,25.15219307,26,30.80615616,28,31.38216019,32
1561,15.16852665,16,29.28956413,30,27.08537674,28,34.04014969,31,28.10844994,28
1562,13.48054218,14,28.2337265,29,25.09598541,26,32.41537476,30,28.10844994,28
1563,16.16420746,17,26.96057129,28,31.98950386,33,32.41537476,30,30.7396965,32
1564,14.21045494,16,24.88716316,26,25.09619522,26,34.85776138,33,30.76512146,31
1565,16.16420746,17,25.72077751,27,26.08852768,27,31.60776711,29,27.13483429,27
1566,12.78355026,13,29.84574127,30,23.43148041,24,34.85293579,33,27.17153931,27
1567,14.57870197,15,28.9498806,30,25.0964489,26,32.41537476,30,26.12458229,26
1568,16.14699554,17,29.84574127,31,33.63947296,36,32.41537476,30,28.85172081,29
1569,16.16420746,17,27.90828705,29,28.08147049,29,30.80865479,28,29.05214882,28
1570,15.16893387,16,28.88544846,30,28.08147049,29,32.41537857,30,31.52981949,32
1571,15.16893387,15,27.90828705,29,26.09015274,27,33.22689056,31,30.63609314,31
1572,15.16893387,16,28.88544846,30,24.11370659,24,32.41537476,31,28.10844994,28
1573,14.27542019,15,27.90828705,29,30.05292511,30,31.60776711,29,28.10844994,28
1574,12.72378922,13,30.78672028,32,29.07346725,30,33.22689056,31,28.10844994,29
1575,15.16893387,16,30.38058281,32,34.57811737,36,31.60768318,29,29.88873672,29
1576,15.16893387,16,30.52711678,32,29.07216072,30,31.60776711,29,27.13483429,27
1577,15.16893387,16,27.90828705,28,31.96396446,34,33.23391342,31,30.08223534,30
1578,13.41465282,14,26.91592598,28,28.08146858,29,32.41537476,30,27.13483429,27
1579,15.16893387,16,28.88544846,30,32.88628006,35,32.41537476,30,31.52981949,33
1580,15.09551525,16,24.88716316,26,28.08575439,29,31.60776711,29,27.91049194,28
1581,15.16893387,16,26.99266434,28,25.09598541,26,34.04014969,32,28.10844994,28
1582,14.4123621,16,29.65626907,31,33.92353821,35,30.80615616,28,28.26390839,28
1583,16.16420746,16,25.06449509,27,31.89849854,33,34.04014969,32,31.52981949,32
1584,13.37671185,14,27.16762733,28,25.15225792,26,34.04694748,32,28.10844994,28
1585,14.92018127,16,28.16096115,29,28.08185005,29,30.80615616,28,28.14137077,28
1586,16.14699554,17,28.92942047,30,34.6183815,36,32.41537476,30,31.48468208,32
1587,13.47609997,14,28.62253952,30,34.82949066,35,32.41537476,30,31.75281143,32
1588,12.8660593,14,30.78672028,31,23.43415833,24,30.80625725,28,30.76512146,31
1589,14.27133369,14,31.81647301,33,30.04682922,32,31.60776711,29,27.25619125,27
1590,15.17632198,16,26.91592598,28,27.08665848,28,34.85293198,32,29.04059029,29
1591,14.51353931,16,29.84574127,31,27.08648682,27,32.41530991,30,29.04059029,29
1592,14.26002407,14,25.545578,26,36.05805588,38,32.41537476,30,28.10844994,28
1593,15.16893387,16,26.91592598,28,31.97232819,32,31.60776711,29,29.04059029,29
1594,13.4641304,14,25.90903282,27,31.01901817,31,32.41537476,30,32.27877426,34
1595,15.16893387,16,28.76895332,31,32.74917984,35,33.22454071,31,29.92722702,30
1596,15.15463829,16,31.59372711,33,26.08877563,27,32.41537476,30,29.92722702,30
1597,13.54874611,14,27.2402401,28,32.875103,34,32.41574097,30,28.19606781,28
1598,13.4641304,14,32.05056763,33,25.09598541,26,31.60848236,29,30.76512146,31
1599,15.16893387,16,29.58375549,31,25.09598541,26,31.60777473,29,30.78771782,30
1600,15.70039082,17,30.41066551,32,27.08532715,28,30.80615616,28,27.09348297,27
1601,15.34761143,16,27.90828705,29,31.00661469,32,32.41537476,30,28.10844994,28
1602,15.16961288,16,26.91592598,28,30.05504417,31,32.41537476,30,28.98553658,29
1603,14.2906971,15,27.57423401,29,26.08852768,27,31.60776711,29,30.89388466,31
1604,15.97200108,17,26.91592598,28,25.09576988,26,34.85293579,33,27.13483429,27
1605,14.25982952,14,27.90828705,29,30.05025101,31,34.04014969,33,28.93132973,28
1606,12.85049248,14,31.00561142,32,28.08151817,29,31.60776711,29,32.35951996,32
1607,14.452034,15,26.86739922,28,27.08532715,28,33.22689056,31,30.94097328,31
1608,15.34761143,16,26.50528908,28,33.76340866,35,31.60638618,29,27.30191422,27
1609,15.14566898,16,29.77687263,30,31.96442413,33,31.60776711,29,28.14137077,28
1610,13.47554588,15,30.2467804,31,25.09598541,26,31.60776711,29,28.10844994,29
1611,14.26578236,14,31.3791256,33,29.07261086,30,31.60776711,29,33.58911514,36
1612,13.31446362,15,25.90903282,27,23.43301773,24,31.60776711,29,28.95992661,30
1613,16.16420746,17,29.65660286,32,30.06407928,31,32.41537476,30,30.76512146,31
1614,14.26152229,15,32.34593964,33,27.08532715,28,32.41537476,31,28.10844994,28
1615,15.16893387,16,24.88716316,26,29.07339096,30,33.22689056,31,29.92722702,31
1616,15.16893387,16,26.45940781,28,28.08231163,29,32.41537476,30,29.08446884,29
1617,12.1391716,12,26.01783562,27,27.08537674,28,32.41537476,30,29.92722702,30
1618,15.22227383,16,31.70544434,33,23.42759323,24,33.22683334,31,29.93728828,30
1619,15.75694656,17,27.90828705,29,32.88722992,33,30.80615616,28,31.51372147,32
1620,14.27133369,15,28.43253708,30,28.08147049,29,30.80615616,28,30.67354393,31
1621,13.45292473,14,29.84574127,31,26.08852768,27,32.41537476,30,26.92793846,27
1622,15.16852665,16,28.88544846,30,25.09450531,26,34.04014969,32,28.10844994,28
1623,15.16893387,16,27.90828705,29,26.08872032,27,31.6071949,29,28.10844994,28
1624,16.09310913,17,31.1824913,32,28.08146858,29,32.41582108,30,28.10844994,28
1625,15.84133053,17,29.24279213,31,23.43967056,24,30.80615616,28,27.3307991,27
1626,12.78355026,13,30.59959984,32,25.09598541,26,34.04014969,32,28.29644203,28
1627,16.16420746,17,26.91592598,28,29.08501434,30,31.60843277,29,28.88720894,29
1628,12.2689867,12,29.73020935,32,23.44241142,24,34.04014969,32,27.13483429,27
1629,12.78355026,13,28.08880997,29,31.96396446,33,33.22683334,31,31.34972382,32
1630,16.16420746,17,27.90828705,28,34.61336899,36,30.80615616,28,28.12160492,28
1631,13.4641304,14,24.88716316,26,26.14159203,27,30.80615616,28,30.70016098,32
1632,13.37671185,14,27.90828705,29,29.0861702,30,31.60776711,29,29.14333153,29
1633,15.16893387,16,25.90903282,27,31.97119141,33,32.41537476,30,29.06985855,28
1634,15.16893387,16,26.91592598,28,26.08858109,27,31.60776711,29,31.52981949,32
1635,16.16420746,17,31.44975662,33,34.63768387,36,32.41482544,30,31.46965599,32
1636,16.09310913,17,25.90903282,27,33.84306335,35,34.04014587,32,28.10844994,28
1637,15.29614544,16,29.13801384,30,27.08572388,28,31.60784721,29,32.12787247,33
1638,15.16893387,16,27.64570427,29,32.78873825,34,32.41447449,30,33.56604767,35
1639,15.16893387,16,27.7595768,29,27.13024902,28,34.85293579,33,33.59420013,34
1640,14.39002895,15,26.15897942,27,26.08872032,27,34.04014969,32,28.10844994,28
1641,15.16893387,16,26.78418922,28,24.11324692,25,31.60776711,29,29.11415291,29
1642,16.04732132,17,29.24323463,30,23.43639183,24,31.60784721,30,29.04059029,30
1643,15.16893387,16,30.59345436,32,32.85293961,34,32.41537476,30,32.28596878,33
1644,13.44312954,14,27.02513695,28,25.09598541,26,34.04014587,32,32.26696014,33
1645,15.16893387,16,29.84574127,31,25.09598541,26,34.03977585,32,28.98553658,30
1646,12.84588718,13,26.31278038,27,35.3748436,37,34.85287857,33,29.07842827,29
1647,16.12672234,16,29.51225662,30,34.47678375,36,30.80615616,28,28.85172081,29
1648,16.16420746,17,26.91592598,28,23.43678093,24,34.03652191,32,28.95992661,29
1649,15.16893387,16,25.90903282,27,31.01588631,31,32.41537476,30,29.81303596,30
1650,14.97189236,16,28.88544846,30,28.08147049,29,30.8062439,28,27.13483429,26
1651,12.77396584,13,25.95379448,27,26.0884819,27,31.60776711,30,29.11415291,29
1652,17.24448395,18,28.43253708,30,23.06160736,23,33.22689438,31,27.91049194,28
1653,13.69144535,14,27.05013466,28,30.98206139,31,32.41537476,30,29.69390488,30
1654,15.23958874,16,25.86034775,28,32.89281845,38,30.80615616,28,29.04059029,29
1655,15.16893387,16,30.45574379,32,26.08858109,27,33.22882462,31,30.76512146,31
1656,14.27931976,15,32.55523682,34,31.96714211,34,31.60014343,29,29.66877556,30
1657,14.12676334,15,30.96370506,32,32.88536453,34,33.22689056,31,28.01957703,28
1658,13.48054218,14,27.2402401,28,34.69441986,36,31.60776711,29,28.10844994,28
1659,13.46886444,14,30.92638397,32,29.08179665,31,33.22689056,31,28.10844994,28
1660,15.16893387,16,28.83771896,31,31.89541245,33,31.60776711,29,27.13483429,27
1661,12.87900257,13,27.09587669,29,27.08665848,28,32.40796661,30,28.10844994,28
1662,15.16893387,16,28.88544846,30,32.99575424,35,31.60768318,29,34.15288544,36
1663,14.19032097,15,30.82920074,31,33.76182175,35,30.80615616,28,28.10844994,28
1664,15.16893387,16,25.90903282,27,31.10351181,32,32.4148941,30,34.14108276,36
1665,14.27270222,15,31.25872612,33,34.63768387,36,31.60848236,29,31.51372147,32
1666,16.16420746,17,26.91592598,28,25.09604454,26,32.41482925,30,29.73234367,30
1667,15.12773609,16,25.83520126,27,27.08588982,28,34.04014969,32,29.05819893,29
1668,15.97200108,17,30.59959984,32,31.95893669,33,31.60776711,29,29.8894577,31
1669,15.08705139,16,29.13801384,29,31.89849091,33,32.41537476,30,27.25619125,27
1670,15.16893387,16,30.29370689,32,24.11368179,26,32.41537476,30,28.10844994,28
1671,15.16893387,16,31.70544434,33,33.02013016,33,33.22729874,31,29.04059029,29
1672,14.27133369,15,26.76807022,28,33.72911072,35,32.41574097,29,27.91049194,28
1673,16.04732132,17,27.79138565,29,28.08281136,28,34.04014969,33,27.13483429,27
1674,16.16420746,17,27.45350647,29,27.08532715,27,34.04014969,32,28.09345627,28
1675,15.09551525,16,28.01757431,29,28.08151817,29,33.22882462,31,29.92722702,30
1676,16.16420746,17,32.48985291,34,32.88628006,34,32.41537476,30,28.10844994,28
1677,15.16893387,16,25.90903282,27,23.43462181,24,33.22689056,31,27.13483429,27
1678,16.16420746,16,24.88716316,26,26.08852768,27,31.60768318,29,28.88720894,29
1679,15.08422279,16,25.90903282,27,33.76340866,35,30.80615616,28,26.15338707,26
1680,16.16420746,17,25.45005989,27,34.61433411,36,31.60776711,29,30.64530182,31
1681,12.2689867,12,27.90828705,29,25.09598541,26,33.2269516,31,33.59420013,35
1682,13.43500805,14,25.90903282,27,27.04622459,28,32.41537476,31,28.10844994,28
1683,15.16893387,16,26.91592598,28,25.09604454,26,31.60768318,29,32.95401001,34
1684,14.26578236,15,29.65660286,30,25.09496117,26,31.60776711,29,31.58633995,32
1685,15.08819962,16,27.3688488,28,23.0595665,23,34.04014969,32,30.74686241,31
1686,16.16420746,17,30.2467804,31,25.09598541,26,33.22689056,32,28.10844994,28
1687,14.26578236,14,27.09587669,28,23.42478943,24,34.04014969,32,30.74322891,31
1688,15.16893387,16,26.54229927,27,28.11136246,30,33.22689056,31,29.92722702,30
1689,15.16893387,16,29.87267494,32,32.96212769,34,31.60776711,29,30.16756248,30
1690,14.3783226,15,28.88544846,30,26.08937263,27,32.41537476,30,30.98184204,31
1691,15.16893387,16,27.16762733,28,32.09679413,33,31.60776711,29,29.74762154,30
1692,14.26578236,15,25.90903282,27,23.05854034,23,31.60776711,28,30.76512146,30
1693,15.19521523,16,26.86739922,27,25.09598541,26,31.60776711,29,29.04059029,29
1694,12.72378922,13,25.90903282,27,32.0624733,33,31.60768318,29,31.36717224,32
1695,16.16420746,17,27.90828705,29,35.45432281,37,32.41537476,30,27.22338104,27
1696,14.26152229,15,27.90828705,29,26.088974,27,31.60776711,28,30.70016098,31
1697,13.45031452,14,27.02513695,28,27.08532715,28,31.60776711,29,27.94264793,28
1698,15.16893387,16,30.52711678,32,30.99356461,32,30.80615616,28,28.25298691,28
1699,16.16420746,17,25.90903282,27,28.08143234,29,30.80615616,28,27.13483429,27
1700,15.16852665,16,25.90903282,27,25.09598541,26,32.41537476,30,27.89503098,28
1701,15.16893387,15,27.90828705,29,31.06820869,32,34.85293198,33,29.91576767,30
1702,16.16420746,17,29.32035828,31,33.00934982,34,33.22689056,31,28.10844994,28
1703,16.16420746,17,25.90903282,27,25.09598541,26,32.41538239,30,28.14137077,28
1704,13.44364738,14,31.1064167,32,33.84148788,35,32.41537476,30,32.91176605,33
1705,15.16893387,16,27.33581924,29,34.61334991,36,30.80615616,28,26.12458229,26
1706,12.76606369,13,30.50067329,30,23.42478943,24,32.41537476,30,27.13483429,27
1707,16.16420746,17,24.88716316,26,26.03691864,27,33.22729874,31,27.13483429,27
1708,15.16893387,16,26.91592598,28,30.04389763,31,32.41482544,30,29.04059029,29
1709,13.4641304,14,27.90828705,28,22.66192245,23,33.22683334,31,27.25619125,27
1710,15.16893387,16,26.91592598,28,25.09576988,27,33.22689056,31,29.04059029,29
1711,15.16893387,16,25.90903282,27,26.08802414,28,30.80615616,29,28.10844994,28
1712,15.14112663,17,24.88716316,26,31.01489258,33,32.41537476,30,27.13483429,27
1713,15.91399193,17,26.91592598,27,24.11275291,25,34.04014969,32,28.04719925,28
1714,15.16893387,16,26.91592598,28,31.96219254,33,33.22689056,32,29.04059029,29
1715,15.16893387,16,28.88544846,30,24.11275482,25,34.04694748,32,32.13598251,33
1716,15.16893387,16,29.77670479,31,26.08852768,27,32.41537476,30,30.75523376,31
1717,15.16893387,16,27.71813202,30,32.88674545,34,31.60776711,28,29.85457611,31
1718,15.16893387,16,28.3135643,29,26.08852768,27,31.60776711,29,30.04409981,30
1719,14.26578236,15,28.76895332,30,29.0718174,31,32.41537476,30,28.87247276,29
1720,15.16893387,16,28.76895332,31,25.09598541,26,31.60843277,29,27.13483429,27
1721,15.16893387,16,28.2337265,30,23.43341446,24,33.21968842,31,29.75393105,30
1722,15.16893387,16,28.88544846,30,31.0347271,32,31.60776711,29,32.23513031,33
1723,14.38638592,15,25.90903282,27,30.03604698,32,32.41537476,30,29.04059029,29
1724,15.27015686,16,27.45350647,29,25.09388161,27,30.81311798,28,26.94433022,27
1725,15.16893387,16,31.34829903,33,28.08147049,29,33.22689056,31,34.0937767,35
1726,16.16420746,17,26.91592598,28,29.08441544,31,31.60776711,29,30.87018776,30
1727,16.16420746,17,30.45574379,32,24.05823326,25,32.41537476,30,29.06985855,29
1728,13.5530529,15,26.36379433,27,26.0893898,27,33.22643661,31,27.3307991,27
1729,13.52229691,14,25.90903282,27,34.41276932,37,32.41593933,30,28.26390839,28
1730,15.88309383,17,30.74065208,32,27.08609772,28,30.80615616,28,30.76512146,31
1731,15.16376591,16,29.13143349,31,30.04269981,31,31.60776711,29,27.0673008,27
1732,15.38092136,16,26.91592598,28,29.07126236,30,30.80615616,28,27.13483429,27
1733,15.16893387,16,26.91592598,28,33.77879333,36,31.60776711,29,27.16196823,27
1734,14.2684679,15,29.43584061,31,33.35716248,32,33.21968842,31,29.09012032,29
1735,15.16852665,16,32.13589478,31,26.08896065,27,32.41537476,30,30.05952454,30
1736,15.16893387,16,25.90903282,27,25.09549904,26,32.41530991,30,32.17172623,33
1737,16.16420746,17,28.42064857,29,26.08852768,27,31.61517143,29,28.10844994,28
1738,14.59073544,15,28.69534111,30,28.08231163,29,32.41537476,30,26.12458229,26
1739,15.16893387,16,29.02082634,30,23.43741798,24,33.22689056,31,27.30191422,27
1740,15.16893387,16,25.90903282,27,26.08852768,27,31.60776711,29,29.06985855,29
1741,15.1298933,16,25.90903282,27,32.8884201,34,31.60776711,29,28.10844994,28
1742,14.22265148,15,28.16096115,29,25.09598541,26,30.80615616,28,27.13483429,27
1743,15.98150635,17,28.42481995,30,27.08680725,28,33.22011566,31,29.85454178,30
1744,15.16893387,16,24.88716316,26,24.11383057,25,31.60776711,29,29.04059029,29
1745,13.4641304,14,25.90903282,27,27.08537674,28,31.60776711,29,28.19407654,28
1746,15.16893387,16,26.91592598,28,23.05853081,23,32.41593933,30,29.92722702,30
1747,16.16420746,16,25.90903282,27,28.05922699,29,32.41537476,30,28.10844994,28
1748,13.46952629,14,31.22519875,32,25.09598541,26,33.22643661,31,29.04059029,29
1749,15.16893387,16,24.88716316,26,32.88674545,34,32.41482925,30,29.85457611,31
1750,15.16893387,16,25.90903282,28,29.07221413,29,32.41537476,30,28.10844994,28
1751,14.87708187,16,28.62253952,30,26.08722496,28,30.80615616,28,30.72707558,31
1752,15.03210926,16,27.32088661,28,28.08147049,28,32.41544724,30,29.97142792,30
1753,12.13732624,12,27.71813202,29,29.07232857,29,31.60776711,29,28.10844994,28
1754,14.26838112,15,28.35936737,29,26.08852768,27,34.04014587,32,27.13483429,27
1755,15.16893387,16,27.90828705,29,31.95737648,33,31.60776711,29,26.12458229,26
1756,14.26002407,15,27.90828705,29,33.73340607,35,34.04014969,32,26.12458229,26
1757,15.88309383,17,26.91592598,28,27.08370018,28,34.04014969,32,30.76512146,31
1758,12.73222446,14,26.10462379,27,25.09543991,26,30.80617142,28,28.88720894,29
1759,14.92255974,16,27.90828705,29,33.77397919,35,31.60776711,29,31.45220947,33
1760,15.27389145,15,30.45574379,32,26.08852768,27,33.22689056,31,32.28596878,33
1761,15.84133053,16,27.3688488,28,23.43921471,24,30.80615616,28,28.26390839,28
1762,16.30589104,17,31.1064167,32,27.08572388,28,31.60776711,29,28.10844994,28
1763,14.9066124,16,31.1064167,32,27.08665848,28,34.04009247,32,29.92722702,30
1764,16.16420746,17,28.88544846,31,26.08852768,27,32.41537476,30,29.09012032,29
1765,16.16420746,17,27.90828705,29,32.78692245,34,31.60776711,29,27.13483429,27
1766,15.3416853,16,29.724123,31,27.08625031,28,31.60777473,29,30.1595459,30
1767,16.16420746,17,28.16096115,29,24.11275291,24,33.22689056,31,29.97142792,30
1768,14.32297421,15,25.90903282,27,23.4452076,24,31.60848236,29,32.28596878,33
1769,16.16420746,17,27.64570427,29,28.08162689,28,34.04345703,32,28.22049713,28
1770,16.16420746,17,28.88544846,30,31.96841049,34,31.60776711,29,26.95677567,27
1771,16.04732132,17,25.14509201,26,33.77961349,35,32.41537476,30,32.8948822,34
1772,16.31632233,17,31.70544434,33,26.03978729,27,33.22689056,31,29.04059029,29
1773,15.1298933,16,26.50528908,28,30.0501442,31,31.60776711,29,31.4942131,32
1774,16.16420746,17,29.84574127,31,25.09604454,26,34.04014587,32,27.13483429,27
